Channel,Count,Duration,Amplitude,RMS,AbsPower,RelPower,Frequency,Oscillations,Symmetry
26,8,0.7293749999998909,43.92728938137402,10.055825883616912,1.8955815592309184,0.2854756382151743,12.302143049895115,8.625,0.4317263638843763
28,1,0.805000000000291,44.075184134179224,10.931560131318756,1.8913166488402435,0.28269235918449687,12.331704288273585,10.0,0.21604938271604937
29,10,0.7084999999994125,62.9938898508497,14.788801973355385,2.205820894108655,0.27776816459407866,12.187113457487268,8.7,0.3724982165270486
30,31,0.823548387096678,69.93638512253148,15.154237118174924,2.2644290250706565,0.2846669340978291,12.243259524486648,9.774193548387096,0.526936256037236
31,3,0.7966666666667758,34.63516123663795,7.632274351970248,1.7076825724206248,0.29167890180950207,12.258940269477497,9.0,0.45037094099395497
32,7,0.7399999999999116,38.885767397344964,8.748766992617702,1.7796438022647827,0.28341692537426455,12.276006013649427,8.285714285714286,0.4734612357434095
33,11,0.6240909090910546,41.4731821491696,9.31154571433653,1.879912648913826,0.2721661202181728,12.277505823398558,7.454545454545454,0.5462836836225945
34,1,0.5349999999998545,33.853526641114726,8.5788514192588,1.9089038869223347,0.26337549668527205,12.561901838384951,7.0,0.5
35,3,0.6400000000000242,40.05829415377047,10.163526699933982,1.9708876272598685,0.29718953842528006,12.527430272031708,8.0,0.5589478634602194
36,10,0.7609999999998763,57.897623095869264,13.308967622255782,2.121787583927257,0.2753144986446153,12.306356645997095,9.2,0.5291652075720547
37,12,0.6970833333334289,42.33901947205633,9.584696407251295,1.9484552817079528,0.28619361114243935,12.244285011027344,8.583333333333334,0.47784023981324547
38,5,0.6470000000004802,40.21250833856469,8.534897155002309,1.7828357952013523,0.2848901196843878,12.516305135699943,8.0,0.3374157472228832
39,2,0.6375000000007276,42.5198399867434,9.600525351169145,1.794223974627851,0.28629955734348783,12.501924794104484,8.5,0.45376546204220225
4,5,0.6940000000005966,56.18831904844901,12.728246454955249,2.1163780529978724,0.2778848664520154,12.257918441522483,8.4,0.5358542163164103
40,3,0.6933333333339154,47.94269556936636,11.233356858079466,1.9824422220580484,0.2914568772375219,12.50101266078986,8.0,0.3354385354266278
41,31,0.7616129032257959,61.7640526708819,13.650922675749108,2.161916196807152,0.28193879598227417,12.405895411439204,9.0,0.508836288367526
42,82,0.8178658536584541,63.382430441840036,13.96519555640802,2.2305341372938674,0.30291038521430863,12.337616747213406,9.829268292682928,0.4916540974027
43,91,0.8239010989011722,58.76900515041812,13.033914876780928,2.182757424611892,0.30579838457931235,12.271193892057214,9.901098901098901,0.46293674470350626
44,94,0.8219680851063822,55.208237384483674,12.216756043497954,2.1203268207694794,0.3006465918094689,12.225128942321978,9.872340425531915,0.4600096120402311
45,81,0.7993827160494607,56.73104608282,12.743535523568363,2.176954010721589,0.30621675431107115,12.248336813404311,9.691358024691358,0.5093673768362327
46,10,0.7149999999997363,48.35453639137061,11.255257328610336,1.9903582765188617,0.2823229452723579,12.253032920904714,8.6,0.435355670463952
47,6,0.6500000000004699,42.477145244118354,9.1388722529332,1.7520212251346727,0.2600819802755248,12.338519254959598,7.5,0.5662144015944044
49,5,0.6279999999995198,41.14984968714848,10.082357658746718,1.8723925100908108,0.25935370606177666,12.78203913702089,8.2,0.6062107902231997
5,8,0.8212499999999778,59.428091682238474,13.00036433920014,2.1523751095817776,0.3065260331021013,12.268835383825559,9.625,0.4532870031728857
50,34,0.6958823529411321,43.540101452127715,9.90800335020775,1.9418526962097482,0.27634682721986165,12.414534401520529,8.588235294117647,0.4268892259688088
51,91,0.7945054945055064,49.53615270424774,10.930210797636448,2.00612001254736,0.2933383333092688,12.329249059628062,9.615384615384615,0.4829281477886867
52,106,0.8114150943397019,50.03838682553107,10.968163120896175,2.0157811080853145,0.29769764757049627,12.264369070070536,9.783018867924529,0.47609900790914844
53,103,0.8058737864077598,53.794295630406815,11.973447739699495,2.103428359111569,0.29708776489281924,12.223937247874964,9.766990291262136,0.48966140419220466
54,13,0.7734615384614909,51.83563571480836,11.829291987353914,2.016135636048315,0.2879893629645717,12.229742377545438,9.307692307692308,0.5322096342598263
55,8,0.6512499999995498,42.85189597743317,9.531696610307034,1.8442678366648537,0.259778659189319,12.343993552323374,8.125,0.5500616634878018
56,2,0.5275000000001455,34.82039890850504,7.392748499316333,1.6418182685149665,0.23860608135016087,12.18231739586404,6.0,0.7048224695283518
57,4,0.5824999999995271,33.337501146689185,7.150790942137348,1.6188790226822258,0.2603088546110997,12.181417244507337,7.0,0.6422273828874137
58,27,0.6372222222223543,34.79442462864582,7.964808973105737,1.7402743128770697,0.27438653678634845,12.401405720281488,7.814814814814815,0.43792280646811244
59,68,0.7966176470588313,44.21234222557836,9.703097576553489,1.8760271943774955,0.2863049130290601,12.33952094646535,9.735294117647058,0.47769681363055283
6,23,0.7495652173916902,68.34162512076935,15.115684456346772,2.3086048335911595,0.3014490673537595,12.247791710048137,9.08695652173913,0.4582941180489065
60,101,0.8290099009901009,48.674843991086426,10.765604869486266,2.006781646032628,0.2963524887446759,12.29588589672254,9.92079207920792,0.4878060247877906
61,14,0.734285714285891,44.94634201073095,9.780911778405342,1.8743449492155233,0.29309925430080336,12.27450286982355,8.714285714285714,0.5267240943689818
62,7,0.6578571428570805,35.606050708892454,7.715493709258914,1.6672546629369018,0.2794634034838034,12.183206855121133,8.0,0.5580811539197323
63,2,0.5649999999995998,28.859646597564304,6.023159281855399,1.4657287104925827,0.2562459217125607,11.981841482090667,6.5,0.572681800692574
64,3,0.5816666666669335,27.183367556378034,6.180239058357045,1.5496583442998524,0.2507457395563882,12.360337766767897,7.333333333333333,0.5260719672484379
65,16,0.6587500000001683,36.5150094622123,8.205543818447094,1.7642796415068183,0.28462151052739465,12.39202471219633,8.0,0.5120099342036334
66,40,0.8274999999999864,43.713450739699184,9.799554075576863,1.9154309795311448,0.2965054933795718,12.371169291119358,9.95,0.48047390718478467
69,7,0.6407142857146287,35.6634431284833,7.7786218786472086,1.6749354308139714,0.2877960630123272,12.218848336482594,7.285714285714286,0.5174801498625701
7,31,0.8020967741933653,75.66721383460809,16.462123717047483,2.3788189124825796,0.3014693048041663,12.376419391866081,9.580645161290322,0.48639099097600147
70,3,0.5766666666671275,30.354751037274415,6.606516271513063,1.491148705562684,0.28556009590499865,12.18994887446942,6.333333333333333,0.5415556168244341
72,10,0.7750000000003638,37.96925220942218,8.154712086734442,1.703631830214618,0.2843296937823049,12.55635640528553,9.1,0.4992061200721067
74,8,0.6024999999999636,33.60148300840191,7.255775983623724,1.714011334685296,0.2924007050041173,12.259733644923108,7.0,0.5345791877304354
76,1,0.5500000000010914,38.38383903948615,8.90776014293833,1.8904230175950414,0.2306090586394266,12.206197205924926,6.0,0.27927927927927926
77,18,0.7783333333337245,38.008375335749335,8.702513074633151,1.7669272145071897,0.2911729642420765,12.303070655074666,9.333333333333334,0.45783645190498984
78,73,0.7976027397260137,45.761255280424436,10.198527570925567,1.9418390324003172,0.2899359000079601,12.287438391016389,9.547945205479452,0.5702541187883501
79,100,0.8139500000000828,49.44308556873143,11.023553961157242,2.0306435550785933,0.2958071065107707,12.26778771984781,9.86,0.473056561351189
8,46,0.7945652173915257,73.84693199787361,15.985116840930827,2.3482765469782514,0.3023645246887185,12.319396150490698,9.543478260869565,0.44947633142667875
80,68,0.7741176470588409,55.43450609575863,12.317905170267892,2.133807956397921,0.3029587944838365,12.300807276804516,9.426470588235293,0.4920526694999971
81,71,0.7743661971831918,56.575680722521696,12.637122640092798,2.16479230428775,0.3058410394168756,12.242384115905459,9.394366197183098,0.52576650211709
84,2,0.679999999998472,44.04854857284554,10.281363038935378,2.035838486741921,0.307158117795814,12.263220249830756,8.5,0.48698834372458666
86,3,0.5883333333331393,38.06139830383888,8.58084005234713,1.8075631276340876,0.272431385540201,12.486113444330007,7.333333333333333,0.4649335232668566
87,24,0.8795833333333007,40.620836968056146,9.132626793063773,1.801367081986062,0.28583329519841777,12.2781278501515,10.708333333333334,0.48795964671125525
88,83,0.8070481927710283,47.13083018498507,10.432761817072489,1.9491083977838886,0.2851802721271969,12.253952108442746,9.710843373493976,0.4553221509042563
89,65,0.8243076923078329,53.72505102999435,11.887605032408812,2.082758702144048,0.2959529060231284,12.30637738393865,9.815384615384616,0.4416600201195023
9,73,0.8145890410959173,59.780298375885835,13.31304414222679,2.1737977067470333,0.29135496361297936,12.22189178607244,9.863013698630137,0.47802816086650846
90,58,0.7050862068965612,55.47857724219966,12.637757413811247,2.191536526212986,0.2981705504506102,12.294547676062002,8.60344827586207,0.4842939965097778
95,2,0.6274999999995998,60.335830691943016,13.218318092403445,2.2765069994634315,0.29116487510607636,12.244685404284773,8.0,0.6012443438914028
96,1,0.7049999999999272,49.63347126001616,10.36767622279076,2.0662171310024577,0.3115882668717731,12.479329792855742,8.0,0.5422535211267606
98,2,0.5949999999993452,37.906258933017426,8.515026906995192,1.7139057681152645,0.26898269903140404,12.298949481844971,7.5,0.5405804230201672
99,15,0.6966666666667455,40.20849522302194,9.181544600381784,1.8572428799679073,0.2848142180776045,12.264090059544182,8.2,0.4624302406807052
